f,S
250.666666666667,3.315228066134318e-05
251.333333333333,4.092755860243205e-05
252,4.751494781961147e-05
252.666666666667,5.930688747867942e-05
253.333333333333,3.171933136359962e-05
254,3.658519179621436e-05
254.666666666667,3.561392487683809e-05
255.333333333333,3.773065428730055e-05
256,3.931029075422129e-05
256.666666666667,5.756412306397006e-05
257.333333333333,2.075569812620013e-05
258,3.051667130247305e-05
258.666666666667,5.776253916611728e-05
259.333333333333,2.653061330894288e-05
260,2.938524092543174e-05
260.666666666667,3.760979945661761e-05
261.333333333333,3.382153168695489e-05
262,3.159771203034364e-05
262.666666666667,3.843843804156964e-05
263.333333333333,4.115933306778718e-05
264,4.055884603144285e-05
264.666666666667,3.919507883977627e-05
265.333333333333,4.195867222784148e-05
266,4.404512312008202e-05
266.666666666667,3.567357123045118e-05
267.333333333333,4.052755075352817e-05
268,4.442003562699152e-05
268.666666666667,3.957008868034587e-05
269.333333333333,4.588957845168349e-05
270,4.011792264271965e-05
270.666666666667,3.639969253962989e-05
271.333333333333,5.11906059208498e-05
272,3.803777131952979e-05
272.666666666667,2.618599944248367e-05
273.333333333333,3.666025960961006e-05
274,4.972202763890667e-05
274.666666666667,2.641125587774125e-05
275.333333333333,2.583431839554672e-05
276,4.499766755269527e-05
276.666666666667,1.274660306451621e-05
277.333333333333,3.815468508271009e-05
278,4.703387383742982e-05
278.666666666667,3.040183318659871e-05
279.333333333333,3.753932786015499e-05
280,3.507285326060266e-05
280.666666666667,3.552049005890045e-05
281.333333333333,5.434725534306334e-05
282,3.537048188763718e-05
282.666666666667,3.934339321505116e-05
283.333333333333,4.242016618925947e-05
284,3.141024789499816e-05
284.666666666667,3.685765823179343e-05
285.333333333333,2.739347611843488e-05
286,4.081436813538802e-05
286.666666666667,3.114568954698457e-05
287.333333333333,3.722739047369605e-05
288,4.312394005403455e-05
288.666666666667,3.791927639878181e-05
289.333333333333,4.459511991981797e-05
290,2.349797301585085e-05
290.666666666667,3.867951912060758e-05
291.333333333333,4.05592718524917e-05
292,3.367251918975396e-05
292.666666666667,5.758203472196218e-05
293.333333333333,3.789973645396986e-05
294,3.896423045374311e-05
294.666666666667,3.587442413767962e-05
295.333333333333,3.641323903377059e-05
296,3.153170726335776e-05
296.666666666667,2.220887383473104e-05
297.333333333333,3.769824908075152e-05
298,2.106322549761244e-05
298.666666666667,2.748768025105539e-05
299.333333333333,3.909038660818387e-05
300,3.079569269506525e-05
300.666666666667,3.229660677932486e-05
301.333333333333,3.501304963653196e-05
302,2.26139785092285e-05
302.666666666667,2.421026543545079e-05
303.333333333333,3.322787932420741e-05
304,2.005034166340173e-05
304.666666666667,2.784015372919307e-05
305.333333333333,3.969570818598855e-05
306,3.209109657691742e-05
306.666666666667,2.500097018600434e-05
307.333333333333,4.416474637947904e-05
308,4.703172280652865e-05
308.666666666667,2.49541781319399e-05
309.333333333333,3.095354265141227e-05
310,3.102096081158533e-05
310.666666666667,3.583414792114801e-05
311.333333333333,3.086868231054915e-05
312,3.991092848225744e-05
312.666666666667,2.155719174985576e-05
313.333333333333,2.698966569659113e-05
314,3.111968072702345e-05
314.666666666667,3.273433116654678e-05
315.333333333333,5.828042877459414e-05
316,3.103644100554838e-05
316.666666666667,4.539695017672322e-05
317.333333333333,4.4994314155753e-05
318,2.679111936097463e-05
318.666666666667,2.05308696576585e-05
319.333333333333,2.159646821046656e-05
320,3.379971559711646e-05
320.666666666667,2.711472195841674e-05
321.333333333333,2.979292406244993e-05
322,2.660289318464825e-05
322.666666666667,3.527585608876642e-05
323.333333333333,3.284798536349155e-05
324,3.657965553209541e-05
324.666666666667,3.61205222255163e-05
325.333333333333,2.732591635827053e-05
326,3.314393723562422e-05
326.666666666667,3.430103909166049e-05
327.333333333333,4.203168051707104e-05
328,2.197041464557304e-05
328.666666666667,2.800575526525265e-05
329.333333333333,3.028339082819124e-05
330,3.429293735060007e-05
330.666666666667,3.136908493225461e-05
331.333333333333,3.378618194557839e-05
332,4.000847809586296e-05
332.666666666667,3.458416210797988e-05
333.333333333333,4.124412233422789e-05
334,2.81122402563004e-05
334.666666666667,3.07783051123692e-05
335.333333333333,3.586619194999693e-05
336,3.219583727264606e-05
336.666666666667,3.366229437765892e-05
337.333333333333,3.621362746088633e-05
338,2.353463955784979e-05
338.666666666667,2.483995625962179e-05
339.333333333333,4.370438824432609e-05
340,2.752388299365061e-05
340.666666666667,3.145052130632953e-05
