x,i,t,s
2.012024048096192,0.07965956408213376,0.06030260838794032,1.7385249967948418e-15
2.032064128256513,0.07784478709336097,0.05892881495426579,1.0534126605286534e-15
2.052104208416833,0.07607135373428421,0.05758631881351072,6.382871890872475e-16
2.072144288577154,0.07433832212844463,0.05627440696143071,3.8675302758221057e-16
2.092184368737475,0.0726447718568977,0.054992382637206294,2.3434263902100705e-16
2.1122244488977957,0.07098980346936577,0.053739564953383015,1.4199364593637637e-16
2.1322645290581157,0.06937253800654272,0.052515288534252864,8.603724687293483e-17
2.1523046092184366,0.06779211653326934,0.051318903162466976,5.2131965488026136e-17
2.1723446893787575,0.06624769968235782,0.05014977343370964,3.158796828608984e-17
2.1923847695390783,0.06473846720879474,0.0490072784192279,1.913988339212332e-17
2.2124248496993983,0.06326361755411063,0.04789081133605645,1.1597299735969601e-17
2.2324649298597192,0.061822367420663875,0.04679977922474958,7.027073175444095e-18
2.25250501002004,0.060413951355635404,0.0457336026344644,4.257866791171411e-18
2.27254509018036,0.05903762134449086,0.04469171531520875,2.5799403476704187e-18
2.292585170340681,0.05769264641370462,0.04367356391710185,1.5632457575560779e-18
2.312625250501002,0.056378312242543596,0.042678607696494,9.472068998508709e-19
2.3326653306613228,0.05509392078368386,0.04170631822877147,5.739346528134829e-19
2.3527054108216428,0.053838789892479026,0.04075617912771036,3.477603317205579e-19
2.3727454909819636,0.052612252964666144,0.039827685771219055,2.1071605926832239e-19
2.3927855711422845,0.05141365858233569,0.03892034503333686,1.2767775270369158e-19
2.4128256513026045,0.050242370167958406,0.0380336750223299,7.736291477768747e-20
2.4328657314629254,0.049097765646294485,0.03716720482475504,4.687598627138555e-20
2.4529058116232463,0.04797923711401257,0.036320474255360974,2.840324844571232e-20
2.472945891783567,0.046886190516825826,0.035493033612678616,1.721018769820144e-20
2.492985971943887,0.04581804533399086,0.034684443440184856,1.0428052311461668e-20
2.513026052104208,0.04477423426998708,0.03389427429290298,6.318599013417099e-21
2.533066132264529,0.043754202953229286,0.033122106509327474,3.828585847088008e-21
2.55310621242485,0.04275740964163497,0.03236752998853699,2.3198290566306267e-21
2.57314629258517,0.04178332493490608,0.0316301439723899,1.4056382870665062e-21
2.5931863727454907,0.04083143149335951,0.030909556832678056,8.51708874160305e-22
2.6132264529058116,0.03990122376316907,0.030205385863134804,5.160701817800454e-22
2.6332665330661316,0.03899220770786502,0.02951725707617808,3.1269890522752892e-22
2.6533066132264524,0.038103900545944,0.02884480500427997,1.894715269020668e-22
2.6733466933867733,0.037235830494469324,0.028187672505871904,1.148051972886797e-22
2.693386773547094,0.03638753651850039,0.027545510575661535,6.956313457749886e-23
2.713426853707414,0.035558568086238446,0.026917978159276393,4.21499183532562e-23
2.733466933867735,0.03474848492974438,0.026304741972126712,2.553961416455198e-23
2.753507014028056,0.033956856811114905,0.025705476322400264,1.5475045199554798e-23
2.773547094188377,0.033183263293978575,0.025119862938083753,9.376689185095405e-24
2.793587174348697,0.032427293520202904,0.024547590797928644,5.681553684664937e-24
2.8136272545090177,0.03168854599168328,0.02398835596626487,3.44258529151626e-24
2.8336673346693386,0.030966628357109453,0.023441861431582663,2.085942357871606e-24
2.8537074148296586,0.030261157203584684,0.0229078169487868,1.2639209059208566e-24
2.8737474949899795,0.02957175785299244,0.02238593888504538,7.658390225383657e-25
2.8937875751503004,0.028898064163006765,0.02187595006915437,4.640396449611738e-25
2.9138276553106213,0.028239718332630198,0.02137757964432887,2.8117239492703547e-25
2.9338677354709413,0.02759637071216633,0.020890562924351114,1.7036888233034758e-25
2.953907815631262,0.02696767961751723,0.020414641252993172,1.0323046141860175e-25
2.973947895791583,0.026353311148716918,0.01994956186664639,6.254973337228492e-26
2.993987975951904,0.025752939012593568,0.019495077760075773,3.7900335726281274e-26
3.014028056112224,0.025166244349475796,0.019050947555235575,2.2964693384309953e-26
3.034068136272545,0.024592915563843003,0.01861693537307118,1.3914840914447582e-26
3.0541082164328657,0.024032648158838585,0.01819281070824533,8.431325184018013e-27
3.0741482965931857,0.023485144574549324,0.01777834830671445,5.1087356870065986e-27
3.0941883767535066,0.02295011402996918,0.01737332804609463,3.0955015670806395e-27
3.1142284569138274,0.022427272368566988,0.01697753481875616,1.875636270666652e-27
3.1342685370741483,0.02191634190736791,0.016590758417577418,1.1364915648090385e-27
3.1543086172344683,0.021417051289476487,0.016212793424303942,6.886266261118152e-28
3.174348697394789,0.02092913533995644,0.015843439100448945,4.172548612534705e-28
3.19438877755511,0.020452334924996957,0.015482499280682011,2.528244082321917e-28
3.214428857715431,0.0199863968142853,0.015129782268644507,1.5319217901005752e-28
3.234468937875751,0.01953107354651528,0.014785100735138562,9.282269806915692e-29
3.254509018036072,0.01908612329795906,0.014448271618635496,5.624342791202202e-29
